query_id,origin,destination,query_type,source_hotspot,target_hotspot,count
1370,238611,159863,random,-1,-1,1
1371,187335,222168,hotspot_to_hotspot,2,5,1
1372,21126,106522,hotspot_to_random,12,-1,1
1373,258081,22825,hotspot_to_hotspot,4,12,1
1374,227013,200685,hotspot_to_hotspot,14,6,1
1375,204557,235610,hotspot_to_hotspot,1,14,1
1376,114466,193262,hotspot_to_hotspot,11,16,1
1377,193566,204900,hotspot_to_hotspot,16,17,1
1378,193745,177826,hotspot_to_hotspot,16,9,1
1379,204656,199646,hotspot_to_random,1,-1,1
1380,23703,145611,hotspot_to_random,8,-1,1
1381,119240,189789,hotspot_to_hotspot,13,2,1
1382,115490,204869,hotspot_to_hotspot,11,1,1
1383,248903,26903,random,-1,-1,1
1384,85409,17876,random,-1,-1,1
1385,215030,207867,hotspot_to_hotspot,1,17,1
1386,151540,194129,hotspot_to_hotspot,1,16,1
1387,204039,53580,hotspot_to_hotspot,1,3,1
1388,224064,251033,hotspot_to_random,5,-1,1
1389,134242,192417,hotspot_to_random,10,-1,1
1390,114040,48350,hotspot_to_random,11,-1,1
1391,226860,139564,hotspot_to_hotspot,14,20,1
1392,207667,115993,hotspot_to_hotspot,17,18,1
1393,22796,24857,hotspot_to_hotspot,12,15,1
1394,115255,92466,hotspot_to_hotspot,11,18,1
1395,24206,135981,hotspot_to_hotspot,8,10,1
1396,204876,53539,hotspot_to_hotspot,1,3,1
1397,187462,257965,hotspot_to_hotspot,2,4,1
1398,239046,51612,hotspot_to_random,4,-1,1
1399,218773,253479,hotspot_to_random,5,-1,1
1400,200589,135950,hotspot_to_hotspot,6,10,1
1401,114017,132752,hotspot_to_random,11,-1,1
1402,201001,207616,hotspot_to_hotspot,6,17,1
1403,233651,53431,hotspot_to_hotspot,16,3,1
1404,116269,119257,hotspot_to_hotspot,11,13,1
1405,33629,224100,hotspot_to_random,7,-1,1
1406,233812,197361,hotspot_to_random,16,-1,1
1407,21158,201536,hotspot_to_hotspot,12,6,1
1408,157430,125582,random,-1,-1,1
1409,23635,43202,hotspot_to_random,8,-1,1
1410,118789,52586,hotspot_to_hotspot,13,2,1
1411,29424,162876,hotspot_to_hotspot,3,19,1
1412,194767,204819,hotspot_to_hotspot,6,1,1
1413,201135,114530,hotspot_to_hotspot,6,11,1
1414,222000,23577,hotspot_to_hotspot,5,8,1
1415,201562,53372,hotspot_to_hotspot,6,3,1
1416,211647,219768,random,-1,-1,1
1417,23135,24888,hotspot_to_hotspot,12,15,1
1418,17230,193497,hotspot_to_hotspot,7,16,1
1419,17155,201425,hotspot_to_hotspot,7,6,1
1420,184391,92751,hotspot_to_hotspot,19,18,1
1421,200928,22767,hotspot_to_hotspot,6,12,1
1422,222644,159843,random,-1,-1,1
1423,119197,17241,hotspot_to_hotspot,13,7,1
1424,22720,118819,hotspot_to_hotspot,12,13,1
1425,227202,193688,hotspot_to_hotspot,14,16,1
1426,176112,46239,random,-1,-1,1
1427,258054,21218,hotspot_to_hotspot,4,12,1
1428,162813,186208,hotspot_to_hotspot,19,2,1
1429,190611,204546,hotspot_to_hotspot,2,1,1
1430,92400,118718,hotspot_to_hotspot,18,13,1
1431,118509,121387,random,-1,-1,1
1432,207878,193316,hotspot_to_hotspot,17,16,1
1433,208614,17299,hotspot_to_hotspot,17,7,1
1434,23608,114754,hotspot_to_hotspot,15,11,1
1435,224809,197150,random,-1,-1,1
1436,203783,53235,hotspot_to_hotspot,1,3,1
1437,92479,218738,hotspot_to_hotspot,18,5,1
1438,203809,193734,hotspot_to_hotspot,1,16,1
1439,182293,28487,hotspot_to_hotspot,9,8,1
1440,258970,84961,hotspot_to_random,4,-1,1
1441,25010,113979,hotspot_to_hotspot,15,11,1
1442,218726,41366,hotspot_to_hotspot,5,3,1
1443,22798,190926,hotspot_to_hotspot,12,16,1
1444,188669,138940,hotspot_to_hotspot,2,20,1
1445,204765,12504,hotspot_to_random,1,-1,1
1446,214695,227523,hotspot_to_hotspot,17,14,1
1447,119129,161630,hotspot_to_random,13,-1,1
1448,119310,114409,hotspot_to_hotspot,13,11,1
1449,14388,92801,hotspot_to_hotspot,8,18,1
1450,257863,112435,hotspot_to_hotspot,4,7,1
1451,29401,23610,hotspot_to_hotspot,3,8,1
1452,184301,53391,hotspot_to_hotspot,19,3,1
1453,234652,135947,hotspot_to_hotspot,14,10,1
1454,118551,258097,hotspot_to_hotspot,13,4,1
1455,24897,97168,hotspot_to_random,8,-1,1
1456,186030,263685,random,-1,-1,1
1457,215243,116114,hotspot_to_hotspot,5,18,1
1458,193641,184558,hotspot_to_hotspot,16,19,1
1459,139651,113972,hotspot_to_hotspot,20,11,1
1460,24064,227110,hotspot_to_hotspot,8,14,1
1461,259002,20902,hotspot_to_random,4,-1,1
1462,21269,186921,hotspot_to_hotspot,12,2,1
1463,192346,259393,hotspot_to_random,16,-1,1
1464,192484,114690,hotspot_to_hotspot,16,11,1
1465,92805,262832,hotspot_to_hotspot,18,4,1
1466,23968,184234,hotspot_to_hotspot,15,19,1
1467,55867,229734,random,-1,-1,1
1468,179589,173149,hotspot_to_hotspot,19,9,1
1469,17733,184181,hotspot_to_hotspot,7,19,1
1470,25023,118547,hotspot_to_hotspot,15,13,1
1471,46280,226990,hotspot_to_hotspot,3,14,1
1472,207245,189659,hotspot_to_hotspot,17,2,1
1473,114493,195964,hotspot_to_hotspot,11,6,1
1474,114577,119229,hotspot_to_hotspot,11,13,1
1475,199104,168810,random,-1,-1,1
1476,114478,167671,hotspot_to_random,11,-1,1
1477,118557,87478,hotspot_to_random,13,-1,1
1478,200632,257981,hotspot_to_hotspot,6,4,1
1479,114782,178047,hotspot_to_hotspot,11,9,1
1480,33733,208599,hotspot_to_hotspot,7,17,1
1481,114483,239033,hotspot_to_hotspot,11,4,1
1482,204785,182278,hotspot_to_hotspot,1,9,1
1483,262973,50815,random,-1,-1,1
1484,208638,215310,hotspot_to_hotspot,17,5,1
1485,135715,180030,hotspot_to_random,10,-1,1
1486,53293,233747,hotspot_to_hotspot,3,16,1
1487,23044,214108,hotspot_to_hotspot,12,19,1
1488,181376,107783,random,-1,-1,1
1489,185410,139067,hotspot_to_hotspot,9,20,1
1490,214099,103552,hotspot_to_random,19,-1,1
1491,226820,207830,hotspot_to_hotspot,14,17,1
1492,201415,212821,hotspot_to_hotspot,6,17,1
1493,172940,53585,hotspot_to_hotspot,9,3,1
1494,23614,248282,hotspot_to_random,15,-1,1
1495,203839,194864,hotspot_to_random,1,-1,1
1496,87200,91959,random,-1,-1,1
1497,134889,200500,hotspot_to_hotspot,10,6,1
1498,34385,227258,hotspot_to_hotspot,15,14,1
1499,173151,101168,hotspot_to_random,9,-1,1
1500,262831,118963,hotspot_to_hotspot,4,13,1
1501,135103,259119,hotspot_to_random,10,-1,1
1502,116038,186149,hotspot_to_hotspot,18,9,1
1503,193755,189663,hotspot_to_hotspot,16,2,1
1504,258093,134981,hotspot_to_hotspot,4,10,1
1505,184133,185413,hotspot_to_hotspot,19,9,1
1506,262862,178065,hotspot_to_hotspot,4,9,1
1507,182283,23626,hotspot_to_hotspot,9,8,1
1508,190919,201210,hotspot_to_hotspot,16,6,1
1509,200619,15734,hotspot_to_random,6,-1,1
1510,257871,22024,hotspot_to_hotspot,4,12,1
1511,118653,223095,hotspot_to_hotspot,13,5,1
1512,262057,23899,hotspot_to_hotspot,4,15,1
1513,222028,22897,hotspot_to_hotspot,5,12,1
1514,22707,24899,hotspot_to_hotspot,12,15,1
1515,118557,22026,hotspot_to_hotspot,13,12,1
1516,53669,223074,hotspot_to_hotspot,3,5,1
1517,162881,193711,hotspot_to_hotspot,19,16,1
1518,109736,107124,random,-1,-1,1
1519,17240,85217,random,-1,-1,1
1520,134236,139355,hotspot_to_hotspot,10,20,1
1521,118855,200977,hotspot_to_hotspot,13,6,1
1522,114424,199722,hotspot_to_hotspot,11,20,1
1523,204436,118592,hotspot_to_hotspot,1,13,1
1524,135955,204452,hotspot_to_hotspot,10,1,1
1525,23754,226800,hotspot_to_hotspot,15,14,1
1526,263725,58079,random,-1,-1,1
1527,154725,251152,random,-1,-1,1
1528,207802,23904,hotspot_to_hotspot,17,15,1
1529,180035,134509,hotspot_to_hotspot,9,10,1
1530,72492,132738,random,-1,-1,1
1531,138691,33946,hotspot_to_hotspot,20,7,1
1532,22985,149802,hotspot_to_random,12,-1,1
1533,139137,173557,hotspot_to_hotspot,20,9,1
1534,199626,21025,hotspot_to_random,20,-1,1
1535,136868,23584,hotspot_to_hotspot,10,8,1
1536,258717,235612,hotspot_to_hotspot,4,14,1
1537,204619,116050,hotspot_to_hotspot,1,18,1
1538,184123,115464,hotspot_to_hotspot,19,11,1
1539,227216,135091,hotspot_to_hotspot,14,10,1
1540,201021,173711,hotspot_to_hotspot,6,9,1
1541,179885,240284,hotspot_to_random,9,-1,1
1542,201428,186338,hotspot_to_hotspot,6,2,1
1543,23920,234162,hotspot_to_hotspot,15,14,1
1544,193493,56638,hotspot_to_hotspot,16,3,1
1545,118830,207740,hotspot_to_hotspot,13,17,1
1546,204567,17281,hotspot_to_hotspot,1,7,1
1547,119385,23967,hotspot_to_hotspot,13,15,1
1548,52533,84444,hotspot_to_random,2,-1,1
1549,53203,139408,hotspot_to_hotspot,3,20,1
1550,22820,203817,hotspot_to_hotspot,12,1,1
1551,114578,71754,hotspot_to_random,11,-1,1
1552,92407,240684,hotspot_to_random,18,-1,1
1553,7440,53264,hotspot_to_hotspot,8,3,1
1554,33840,173085,hotspot_to_hotspot,7,9,1
1555,227139,24799,hotspot_to_hotspot,14,15,1
1556,235612,113985,hotspot_to_hotspot,14,11,1
1557,17741,163147,hotspot_to_hotspot,7,19,1
1558,101893,227443,hotspot_to_hotspot,18,14,1
1559,207521,29059,hotspot_to_hotspot,17,3,1
1560,201290,185932,hotspot_to_hotspot,6,19,1
1561,218834,200592,hotspot_to_hotspot,5,6,1
1562,22290,106244,hotspot_to_hotspot,12,18,1
1563,92829,134243,hotspot_to_hotspot,18,10,1
1564,199811,89969,hotspot_to_random,20,-1,1
1565,207718,222022,hotspot_to_hotspot,17,5,1
1566,134326,223053,hotspot_to_hotspot,10,5,1
1567,106231,56817,hotspot_to_hotspot,18,2,1
1568,184235,23123,hotspot_to_hotspot,19,12,1
1569,24817,23697,hotspot_to_hotspot,15,8,1
1570,257959,33739,hotspot_to_hotspot,4,7,1
1571,134349,75786,hotspot_to_random,10,-1,1
1572,92700,174993,hotspot_to_random,18,-1,1
1573,25125,135695,hotspot_to_hotspot,15,10,1
1574,207546,23605,hotspot_to_hotspot,17,15,1
1575,257887,14104,hotspot_to_random,4,-1,1
1576,22920,199819,hotspot_to_hotspot,12,20,1
1577,233798,134406,hotspot_to_hotspot,16,10,1
1578,223224,21221,hotspot_to_hotspot,5,12,1
1579,62891,165503,random,-1,-1,1
1580,218783,173033,hotspot_to_hotspot,5,9,1
1581,23923,118821,hotspot_to_hotspot,15,13,1
1582,22784,262832,hotspot_to_hotspot,12,4,1
1583,13917,151542,hotspot_to_hotspot,8,1,1
1584,204515,23266,hotspot_to_hotspot,1,12,1
1585,227161,115974,hotspot_to_hotspot,14,18,1
1586,114660,23677,hotspot_to_hotspot,11,8,1
1587,28312,240731,random,-1,-1,1
1588,119273,33840,hotspot_to_hotspot,13,7,1
1589,200779,119250,hotspot_to_hotspot,6,13,1
1590,66440,27254,random,-1,-1,1
1591,94541,17408,hotspot_to_hotspot,18,7,1
1592,138618,17244,hotspot_to_hotspot,20,7,1
1593,163242,28482,hotspot_to_hotspot,19,8,1
1594,218725,201013,hotspot_to_hotspot,5,6,1
1595,118487,172953,hotspot_to_hotspot,13,9,1
1596,234221,106489,hotspot_to_random,14,-1,1
1597,114511,20300,hotspot_to_hotspot,11,12,1
1598,187460,227479,hotspot_to_hotspot,2,14,1
1599,135983,118906,hotspot_to_hotspot,10,13,1
1600,163183,232391,hotspot_to_random,19,-1,1
1601,118895,17783,hotspot_to_hotspot,13,7,1
1602,173592,23767,hotspot_to_hotspot,9,15,1
1603,92537,211525,hotspot_to_hotspot,18,17,1
1604,223076,134860,hotspot_to_hotspot,5,10,1
1605,115476,92522,hotspot_to_hotspot,11,18,1
1606,262685,223143,hotspot_to_hotspot,4,5,1
1607,41343,139002,hotspot_to_hotspot,3,20,1
1608,192374,119456,hotspot_to_hotspot,16,13,1
1609,135718,23145,hotspot_to_hotspot,10,12,1
1610,193883,187497,hotspot_to_hotspot,16,2,1
1611,135683,56827,hotspot_to_hotspot,10,2,1
1612,173008,258121,hotspot_to_hotspot,9,4,1
1613,119097,214061,hotspot_to_hotspot,13,19,1
1614,12272,201493,hotspot_to_hotspot,8,6,1
1615,92412,116270,hotspot_to_hotspot,18,11,1
1616,132845,222232,hotspot_to_hotspot,10,5,1
1617,208612,109512,hotspot_to_random,17,-1,1
1618,23696,23339,hotspot_to_hotspot,8,12,1
1619,136081,192347,hotspot_to_hotspot,10,16,1
1620,208101,92473,hotspot_to_hotspot,17,18,1
1621,23805,180029,hotspot_to_hotspot,8,9,1
1622,115212,163074,hotspot_to_hotspot,11,19,1
1623,222196,216450,hotspot_to_random,5,-1,1
1624,201121,92781,hotspot_to_hotspot,6,18,1
1625,207841,262664,hotspot_to_hotspot,17,4,1
1626,114637,45403,hotspot_to_random,11,-1,1
1627,233686,23859,hotspot_to_hotspot,16,15,1
1628,30851,47614,random,-1,-1,1
1629,118592,14216,hotspot_to_random,13,-1,1
1630,227151,119460,hotspot_to_hotspot,14,13,1
1631,182275,193637,hotspot_to_hotspot,9,16,1
1632,50307,218798,hotspot_to_hotspot,3,5,1
1633,139405,214195,hotspot_to_hotspot,20,19,1
1634,33906,115843,hotspot_to_hotspot,7,18,1
1635,92495,188655,hotspot_to_hotspot,18,2,1
1636,204829,22981,hotspot_to_hotspot,1,12,1
1637,101760,17168,hotspot_to_hotspot,18,7,1
1638,22819,92534,hotspot_to_hotspot,12,18,1
1639,138634,119218,hotspot_to_hotspot,20,13,1
1640,204845,112345,hotspot_to_hotspot,1,7,1
1641,52199,22233,hotspot_to_hotspot,2,12,1
1642,132518,33216,random,-1,-1,1
1643,118796,21183,hotspot_to_hotspot,13,12,1
1644,28480,32819,hotspot_to_random,8,-1,1
1645,118882,25075,hotspot_to_hotspot,13,15,1
1646,23615,193632,hotspot_to_hotspot,15,16,1
1647,204520,21123,hotspot_to_hotspot,1,12,1
1648,21197,114475,hotspot_to_hotspot,12,11,1
1649,52192,33913,hotspot_to_hotspot,2,7,1
1650,204834,135862,hotspot_to_hotspot,1,10,1
1651,258972,226996,hotspot_to_hotspot,4,14,1
1652,226963,257532,hotspot_to_random,14,-1,1
1653,200523,33811,hotspot_to_hotspot,6,7,1
1654,227463,116281,hotspot_to_hotspot,14,11,1
1655,13956,244823,hotspot_to_hotspot,8,4,1
1656,13770,40996,random,-1,-1,1
1657,92817,187543,hotspot_to_hotspot,18,2,1
1658,201478,240816,random,-1,-1,1
1659,173525,115209,hotspot_to_hotspot,9,11,1
1660,190611,197578,hotspot_to_hotspot,2,1,1
1661,187576,207741,hotspot_to_hotspot,2,17,1
1662,184344,135879,hotspot_to_hotspot,19,10,1
1663,189772,218767,hotspot_to_hotspot,2,5,1
1664,17741,106244,hotspot_to_hotspot,7,18,1
1665,262837,227535,hotspot_to_hotspot,4,14,1
1666,201561,173089,hotspot_to_hotspot,6,9,1
1667,115789,200763,hotspot_to_hotspot,18,6,1
1668,173062,119319,hotspot_to_hotspot,9,13,1
1669,186307,173180,hotspot_to_random,2,-1,1
1670,187524,204480,hotspot_to_hotspot,2,1,1
1671,138653,93095,hotspot_to_random,20,-1,1
1672,116169,185391,hotspot_to_hotspot,11,9,1
1673,24038,239039,hotspot_to_hotspot,8,4,1
1674,23615,24049,hotspot_to_hotspot,15,8,1
1675,37085,129635,random,-1,-1,1
1676,173757,231367,random,-1,-1,1
1677,92808,108810,hotspot_to_random,18,-1,1
1678,23712,152618,hotspot_to_random,8,-1,1
1679,23947,149854,hotspot_to_random,15,-1,1
1680,193342,86427,random,-1,-1,1
1681,80008,47551,random,-1,-1,1
1682,193941,23657,hotspot_to_hotspot,16,8,1
1683,207595,17188,hotspot_to_hotspot,17,7,1
1684,112430,115388,hotspot_to_hotspot,7,11,1
1685,199802,74533,hotspot_to_random,20,-1,1
1686,112361,184313,hotspot_to_hotspot,7,19,1
1687,52203,118960,hotspot_to_hotspot,2,13,1
1688,17383,23439,hotspot_to_hotspot,7,8,1
1689,214096,257889,hotspot_to_hotspot,19,4,1
1690,139162,173704,hotspot_to_hotspot,20,9,1
1691,53659,13969,hotspot_to_hotspot,3,8,1
1692,192483,92729,hotspot_to_hotspot,16,18,1
1693,92542,214415,hotspot_to_hotspot,18,17,1
1694,53427,214077,hotspot_to_hotspot,3,19,1
1695,53006,33854,hotspot_to_hotspot,3,7,1
1696,173158,23714,hotspot_to_hotspot,9,15,1
1697,17276,190406,hotspot_to_random,7,-1,1
1698,227074,73259,hotspot_to_random,14,-1,1
1699,226932,151464,hotspot_to_hotspot,14,1,1
1700,24138,22966,hotspot_to_hotspot,8,12,1
1701,53086,201784,hotspot_to_random,3,-1,1
1702,53869,109654,random,-1,-1,1
1703,24872,118657,hotspot_to_hotspot,15,13,1
1704,165973,157455,random,-1,-1,1
1705,23683,119050,hotspot_to_hotspot,8,13,1
1706,204876,118660,hotspot_to_hotspot,17,13,1
1707,182316,62681,hotspot_to_random,9,-1,1
1708,180013,218938,hotspot_to_random,9,-1,1
1709,40976,23013,hotspot_to_hotspot,3,12,1
1710,204539,190138,hotspot_to_hotspot,1,2,1
1711,23750,227177,hotspot_to_hotspot,15,14,1
1712,233658,204900,hotspot_to_hotspot,16,17,1
1713,215233,201416,hotspot_to_hotspot,5,6,1
1714,173081,52708,hotspot_to_hotspot,9,2,1
1715,178028,23592,hotspot_to_hotspot,9,8,1
1716,119135,173105,hotspot_to_hotspot,13,9,1
1717,226851,23542,hotspot_to_hotspot,14,8,1
1718,199621,119284,hotspot_to_hotspot,20,13,1
1719,12306,23924,hotspot_to_hotspot,8,15,1
1720,238977,114565,hotspot_to_hotspot,4,11,1
1721,234728,156908,hotspot_to_random,14,-1,1
1722,240557,123859,hotspot_to_random,4,-1,1
1723,139269,53656,hotspot_to_hotspot,20,3,1
1724,139013,17307,hotspot_to_hotspot,20,7,1
1725,184549,92570,hotspot_to_hotspot,19,18,1
1726,199721,245271,hotspot_to_random,20,-1,1
1727,35313,204847,hotspot_to_hotspot,8,1,1
1728,119448,28467,hotspot_to_hotspot,13,8,1
1729,135654,12177,hotspot_to_random,10,-1,1
1730,189687,92870,hotspot_to_hotspot,2,18,1
1731,204958,74656,hotspot_to_random,1,-1,1
1732,184234,222320,hotspot_to_hotspot,19,5,1
1733,181826,119381,hotspot_to_hotspot,9,13,1
1734,23021,46143,hotspot_to_random,12,-1,1
1735,162821,140209,random,-1,-1,1
1736,119248,204564,hotspot_to_hotspot,13,1,1
1737,119379,187358,hotspot_to_hotspot,13,2,1
1738,200573,84521,hotspot_to_random,6,-1,1
1739,207710,37377,hotspot_to_random,17,-1,1
1740,52736,118866,hotspot_to_hotspot,2,13,1
1741,16636,207878,random,-1,-1,1
1742,52713,262834,hotspot_to_hotspot,2,4,1
1743,134492,22986,hotspot_to_hotspot,10,12,1
1744,23725,204858,hotspot_to_hotspot,8,1,1
1745,201540,204723,hotspot_to_random,6,-1,1
1746,118879,207199,hotspot_to_hotspot,13,17,1
1747,116050,226933,hotspot_to_hotspot,18,14,1
1748,17223,66222,hotspot_to_random,7,-1,1
1749,82232,80959,random,-1,-1,1
1750,116281,201070,hotspot_to_hotspot,11,6,1
1751,134897,138560,hotspot_to_hotspot,10,20,1
1752,257873,151529,hotspot_to_hotspot,4,1,1
1753,134414,24783,hotspot_to_hotspot,10,15,1
1754,17302,227043,hotspot_to_hotspot,7,14,1
1755,135978,214255,hotspot_to_hotspot,10,19,1
1756,173037,119229,hotspot_to_hotspot,9,13,1
1757,187465,178057,hotspot_to_hotspot,2,9,1
1758,262095,52770,hotspot_to_hotspot,4,3,1
1759,193235,134321,hotspot_to_hotspot,16,10,1
1760,197910,23522,hotspot_to_hotspot,17,8,1
1761,135017,201359,hotspot_to_hotspot,10,6,1
1762,175402,145293,random,-1,-1,1
1763,22925,177991,hotspot_to_hotspot,12,9,1
1764,76673,187524,random,-1,-1,1
1765,52764,22682,hotspot_to_hotspot,3,12,1
1766,33783,28474,hotspot_to_hotspot,7,8,1
1767,226929,80033,hotspot_to_random,14,-1,1
1768,226987,33852,hotspot_to_hotspot,14,7,1
1769,119446,116103,hotspot_to_hotspot,13,18,1
1770,199776,65325,random,-1,-1,1
1771,208628,262672,hotspot_to_hotspot,17,4,1
1772,199654,207679,hotspot_to_hotspot,20,17,1
1773,207817,1171,hotspot_to_random,17,-1,1
1774,33880,157786,random,-1,-1,1
1775,227261,198825,hotspot_to_random,14,-1,1
1776,114616,23741,hotspot_to_hotspot,11,8,1
1777,35039,251285,hotspot_to_random,15,-1,1
1778,187512,201545,hotspot_to_hotspot,2,6,1
1779,22819,118915,hotspot_to_hotspot,12,13,1
1780,22942,92603,hotspot_to_hotspot,12,18,1
1781,115798,258086,hotspot_to_hotspot,18,4,1
1782,190168,13927,hotspot_to_hotspot,2,8,1
1783,92726,182755,hotspot_to_hotspot,18,9,1
1784,172935,116268,hotspot_to_hotspot,9,11,1
1785,204688,75840,hotspot_to_random,1,-1,1
1786,173021,119281,hotspot_to_hotspot,9,13,1
1787,169973,160086,hotspot_to_random,9,-1,1
1788,173105,118946,hotspot_to_hotspot,9,13,1
1789,184464,118896,hotspot_to_hotspot,19,13,1
1790,118766,21489,hotspot_to_random,13,-1,1
1791,223237,187423,hotspot_to_hotspot,5,2,1
1792,40972,189676,hotspot_to_hotspot,3,2,1
1793,118990,53653,hotspot_to_hotspot,13,3,1
1794,23665,258061,hotspot_to_hotspot,8,4,1
1795,24908,200598,hotspot_to_hotspot,15,6,1
1796,193753,186209,hotspot_to_hotspot,16,2,1
1797,258967,117608,hotspot_to_random,4,-1,1
1798,23473,264198,hotspot_to_hotspot,8,4,1
1799,53642,210106,random,-1,-1,1
1800,233819,139059,hotspot_to_hotspot,16,20,1
1801,114489,200944,hotspot_to_hotspot,11,6,1
1802,184137,258077,hotspot_to_hotspot,19,4,1
1803,227241,207615,hotspot_to_hotspot,14,17,1
1804,207886,118970,hotspot_to_hotspot,17,13,1
1805,153446,43595,random,-1,-1,1
1806,193864,200770,hotspot_to_hotspot,16,6,1
1807,92468,207614,hotspot_to_hotspot,18,17,1
1808,193613,204892,hotspot_to_hotspot,16,1,1
1809,262838,235808,hotspot_to_random,4,-1,1
1810,53191,189644,hotspot_to_hotspot,3,2,1
1811,92591,76951,hotspot_to_random,18,-1,1
1812,22035,163259,hotspot_to_hotspot,12,19,1
1813,52580,25698,hotspot_to_random,2,-1,1
1814,163182,193597,hotspot_to_hotspot,19,16,1
1815,109585,118158,random,-1,-1,1
1816,192104,118485,hotspot_to_hotspot,16,13,1
1817,17288,138637,hotspot_to_hotspot,7,20,1
1818,187554,115250,hotspot_to_hotspot,2,11,1
1819,163098,53354,hotspot_to_hotspot,19,3,1
1820,188689,234208,hotspot_to_hotspot,2,14,1
1821,192481,263356,hotspot_to_random,16,-1,1
1822,85262,82218,random,-1,-1,1
1823,200993,21271,hotspot_to_hotspot,6,12,1
1824,193493,129243,hotspot_to_random,16,-1,1
1825,184336,138904,hotspot_to_hotspot,19,20,1
1826,25129,223125,hotspot_to_hotspot,15,5,1
1827,193873,179772,hotspot_to_random,16,-1,1
1828,204685,257865,hotspot_to_hotspot,1,4,1
1829,256059,61042,random,-1,-1,1
1830,203834,200523,hotspot_to_hotspot,1,6,1
1831,119287,33703,hotspot_to_hotspot,13,7,1
1832,204740,135759,hotspot_to_hotspot,1,10,1
1833,90929,196845,random,-1,-1,1
1834,217256,124240,random,-1,-1,1
1835,92274,23596,hotspot_to_hotspot,18,8,1
1836,23680,211826,hotspot_to_random,8,-1,1
1837,207877,259496,hotspot_to_random,17,-1,1
1838,24144,115160,hotspot_to_hotspot,8,11,1
1839,17349,14247,hotspot_to_hotspot,7,15,1
1840,263164,48454,random,-1,-1,1
1841,134321,64387,hotspot_to_random,10,-1,1
1842,204764,256780,hotspot_to_random,17,-1,1
1843,204761,122400,hotspot_to_random,17,-1,1
1844,53066,89570,hotspot_to_random,3,-1,1
1845,53563,106189,hotspot_to_hotspot,3,18,1
1846,23094,162893,hotspot_to_hotspot,12,19,1
1847,24149,233815,hotspot_to_hotspot,8,16,1
1848,114200,22217,hotspot_to_hotspot,11,12,1
1849,34156,16536,hotspot_to_random,15,-1,1
1850,207668,205818,hotspot_to_random,17,-1,1
1851,190608,113853,hotspot_to_hotspot,2,11,1
1852,222085,110720,hotspot_to_random,5,-1,1
1853,33875,261162,hotspot_to_hotspot,7,4,1
1854,135051,30349,hotspot_to_random,10,-1,1
1855,135947,258033,hotspot_to_hotspot,10,4,1
1856,9127,115503,hotspot_to_hotspot,7,11,1
1857,207811,118860,hotspot_to_hotspot,17,13,1
1858,223065,52527,hotspot_to_hotspot,5,2,1
1859,187530,134334,hotspot_to_hotspot,2,10,1
1860,23135,201004,hotspot_to_hotspot,12,6,1
1861,135091,248841,hotspot_to_random,10,-1,1
1862,235615,53074,hotspot_to_hotspot,14,3,1
1863,139309,6265,hotspot_to_random,20,-1,1
1864,179906,204842,hotspot_to_hotspot,9,1,1
1865,23206,173039,hotspot_to_hotspot,12,9,1
1866,204406,114652,hotspot_to_hotspot,1,11,1
1867,22876,227180,hotspot_to_hotspot,12,14,1
1868,53531,56960,hotspot_to_random,3,-1,1
1869,22939,258974,hotspot_to_hotspot,12,4,1
1870,258737,187499,hotspot_to_hotspot,4,2,1
1871,21121,204813,hotspot_to_hotspot,12,1,1
1872,138928,218930,hotspot_to_hotspot,20,5,1
1873,23516,184157,hotspot_to_hotspot,8,19,1
1874,23860,208562,hotspot_to_hotspot,15,17,1
1875,163183,18215,hotspot_to_hotspot,19,7,1
1876,193553,226981,hotspot_to_hotspot,16,14,1
1877,139224,233784,hotspot_to_hotspot,20,16,1
1878,227502,52959,hotspot_to_hotspot,14,3,1
1879,134342,167974,hotspot_to_random,10,-1,1
1880,23252,200682,hotspot_to_hotspot,12,6,1
1881,184123,22817,hotspot_to_hotspot,19,12,1
1882,114681,21998,hotspot_to_hotspot,11,12,1
1883,193579,77428,hotspot_to_random,16,-1,1
1884,204475,234309,hotspot_to_hotspot,1,14,1
1885,134309,201508,hotspot_to_hotspot,10,6,1
1886,118563,66040,hotspot_to_random,13,-1,1
1887,12144,169319,random,-1,-1,1
1888,22761,222058,hotspot_to_hotspot,12,5,1
1889,151560,222930,hotspot_to_hotspot,1,5,1
1890,227067,183124,hotspot_to_random,14,-1,1
1891,52966,233740,hotspot_to_hotspot,3,16,1
1892,264063,151470,hotspot_to_hotspot,4,1,1
1893,23722,227076,hotspot_to_hotspot,15,14,1
1894,207657,182336,hotspot_to_hotspot,17,9,1
1895,114441,193760,hotspot_to_hotspot,11,16,1
1896,103139,119277,hotspot_to_hotspot,18,13,1
1897,261161,33823,hotspot_to_hotspot,4,7,1
1898,221960,75730,hotspot_to_random,5,-1,1
1899,193787,23178,hotspot_to_hotspot,16,12,1
1900,204929,189570,hotspot_to_hotspot,1,10,1
1901,192381,118530,hotspot_to_hotspot,16,13,1
1902,258965,163180,hotspot_to_hotspot,4,19,1
1903,119113,165099,hotspot_to_random,13,-1,1
1904,21120,119080,hotspot_to_hotspot,12,13,1
1905,252064,127749,random,-1,-1,1
1906,189534,232507,hotspot_to_hotspot,10,14,1
1907,50620,115811,hotspot_to_hotspot,2,18,1
1908,52378,94470,hotspot_to_random,2,-1,1
